ID	adj.P.Val	P.Value	t	B	logFC	Gene.symbol	Gene.title
7970622	6.84e-01	3.89e-01	0.8790048	-6.06332	0.1258377		
8123642	6.84e-01	3.89e-01	0.878857	-6.063448	0.172534		
7919800	6.84e-01	3.89e-01	-0.8788078	-6.06349	-0.7105051	CTSS	cathepsin S
7950532	6.84e-01	3.89e-01	-0.8787959	-6.063501	-0.1267519		
7936994	6.84e-01	3.89e-01	-0.8787114	-6.063574	-0.2083025		
8015665	6.84e-01	3.89e-01	-0.8786449	-6.063631	-0.225614	PLEKHH3	pleckstrin homology, MyTH4 and FERM domain containing H3
7943437	6.84e-01	3.89e-01	0.8785738	-6.063693	0.1522819		
8134420	6.84e-01	3.89e-01	0.8785083	-6.06375	0.1131214	TAC1	tachykinin precursor 1
7998722	6.84e-01	3.89e-01	-0.8783968	-6.063846	-0.4795954	SNORD60	small nucleolar RNA, C/D box 60
7893156	6.84e-01	3.89e-01	-0.8783429	-6.063893	-0.5005988		
7936552	6.84e-01	3.89e-01	0.878248	-6.063975	0.3001835	VAX1	ventral anterior homeobox 1
7935025	6.84e-01	3.89e-01	-0.8782275	-6.063992	-0.2063761		
8160597	6.84e-01	3.89e-01	-0.878005	-6.064185	-0.2173974	TAF1L	TATA-box binding protein associated factor 1 like
8116297	6.84e-01	3.89e-01	0.8780021	-6.064187	0.4718341	HNRNPH1	heterogeneous nuclear ribonucleoprotein H1 (H)
7892778	6.84e-01	3.90e-01	-0.877885	-6.064288	-0.3253179		
8102697	6.84e-01	3.90e-01	0.8778617	-6.064309	0.1069271	IL2	interleukin 2
7920944	6.84e-01	3.90e-01	0.8778418	-6.064326	0.1626935	SMG5	SMG5, nonsense mediated mRNA decay factor
8174246	6.84e-01	3.90e-01	0.8777475	-6.064407	0.2664806	RAB40A	RAB40A, member RAS oncogene family
8138862	6.84e-01	3.90e-01	0.8777263	-6.064426	0.453658	LOC401320	uncharacterized LOC401320
8127767	6.84e-01	3.90e-01	-0.8775902	-6.064543	-0.1532399	ELOVL4	ELOVL fatty acid elongase 4
8115397	6.84e-01	3.90e-01	0.8775611	-6.064568	0.55572	FAXDC2	fatty acid hydroxylase domain containing 2
8080084	6.84e-01	3.90e-01	0.877358	-6.064744	0.2844213	MANF	mesencephalic astrocyte derived neurotrophic factor
7896562	6.84e-01	3.90e-01	-0.8773302	-6.064768	-0.3404996		
8010785	6.85e-01	3.90e-01	0.8772594	-6.064829	0.196409		
8067530	6.85e-01	3.90e-01	-0.8771286	-6.064942	-0.4367467	C20orf166-AS1	C20orf166 antisense RNA 1
7894944	6.85e-01	3.90e-01	0.8771129	-6.064956	0.3300642		
7955348	6.85e-01	3.90e-01	0.876968	-6.065081	0.2381063	GPD1	glycerol-3-phosphate dehydrogenase 1
7923917	6.85e-01	3.90e-01	0.8769554	-6.065092	0.3473942	FCMR	Fc fragment of IgM receptor
8028756	6.85e-01	3.90e-01	-0.8769543	-6.065092	-0.3171437	PSMC4	proteasome 26S subunit, ATPase 4
7900652	6.85e-01	3.90e-01	0.8769158	-6.065126	0.1781499		
8157686	6.85e-01	3.90e-01	0.8768095	-6.065218	0.206179	OR1L4	olfactory receptor family 1 subfamily L member 4
7899348	6.85e-01	3.90e-01	0.8767622	-6.065258	0.2984492		
8113881	6.85e-01	3.90e-01	0.8766512	-6.065354	0.2301243	RAPGEF6	Rap guanine nucleotide exchange factor 6
7946330	6.85e-01	3.90e-01	0.8766234	-6.065378	0.1269031	OR10A6	olfactory receptor family 10 subfamily A member 6 (gene/pseudogene)
7972442	6.85e-01	3.90e-01	0.8765611	-6.065432	0.2722123		
7947563	6.85e-01	3.90e-01	-0.8761099	-6.065821	-0.2797883	ALX4	ALX homeobox 4
8100941	6.85e-01	3.90e-01	0.8760993	-6.06583	0.513669		
7894298	6.85e-01	3.90e-01	0.876078	-6.065849	0.4384391		
8046512	6.85e-01	3.91e-01	-0.876063	-6.065862	-0.2285256		
8082788	6.85e-01	3.91e-01	-0.8760618	-6.065863	-0.185796	CDV3	CDV3 homolog
8167562	6.85e-01	3.91e-01	-0.8760368	-6.065884	-0.2451801	GAGE10///GAGE12D///GAGE8///GAGE12F///GAGE2A///GAGE12H///GAGE12E///GAGE12B///GAGE12C///GAGE2D///GAGE12J///GAGE12G///GAGE13///GAGE2B///GAGE2E///GAGE12I///GAGE7///GAGE6///GAGE5///GAGE4///GAGE3///GAGE2C///GAGE1	G antigen 10///G antigen 12D///G antigen 8///G antigen 12F///G antigen 2A///G antigen 12H///G antigen 12E///G antigen 12B///G antigen 12C///G antigen 2D///G antigen 12J///G antigen 12G///G antigen 13///G antigen 2B///G antigen 2E///G antigen 12I///G antigen 7///G antigen 6///G antigen 5///G antigen 4///G antigen 3///G antigen 2C///G antigen 1
7962199	6.85e-01	3.91e-01	0.8760092	-6.065908	0.1217289		
8040831	6.85e-01	3.91e-01	-0.87584	-6.066054	-0.4074129	ATRAID	all-trans retinoic acid induced differentiation factor
8055137	6.85e-01	3.91e-01	0.8757983	-6.06609	0.1718549		
7895416	6.85e-01	3.91e-01	0.8757678	-6.066116	0.3766347		
7894030	6.85e-01	3.91e-01	0.8757673	-6.066117	0.9292421		
7922596	6.85e-01	3.91e-01	0.8757369	-6.066143	0.2333726	LOC646976	translation initiation factor IF-2
8176397	6.85e-01	3.91e-01	0.8756618	-6.066208	0.1619607	TGIF2LY///TGIF2LX	TGFB induced factor homeobox 2 like, Y-linked///TGFB induced factor homeobox 2 like, X-linked
8062347	6.85e-01	3.91e-01	0.8755268	-6.066324	0.1456507	LOC100288869	uncharacterized LOC100288869
8046546	6.85e-01	3.91e-01	0.8755172	-6.066333	0.1566637	HOXD8	homeobox D8
8091078	6.85e-01	3.91e-01	-0.8753878	-6.066444	-0.1957315	RBP1	retinol binding protein 1
7896382	6.85e-01	3.91e-01	0.8753177	-6.066505	0.2493251		
8022404	6.85e-01	3.91e-01	-0.8753051	-6.066515	-0.4398115	FAM210A	family with sequence similarity 210 member A
7951195	6.85e-01	3.91e-01	0.8752086	-6.066598	0.1304531	ANGPTL5	angiopoietin like 5
7948107	6.85e-01	3.91e-01	0.8752075	-6.066599	0.1407139	OR5W2	olfactory receptor family 5 subfamily W member 2
8178442	6.85e-01	3.91e-01	0.8751224	-6.066673	0.6500372	CDSN	corneodesmosin
8110606	6.85e-01	3.91e-01	0.8751165	-6.066678	0.3078179	BTNL8///BTNL3	butyrophilin like 8///butyrophilin like 3
8087874	6.85e-01	3.91e-01	0.8750805	-6.066709	0.1888648	WDR82	WD repeat domain 82
8162868	6.85e-01	3.91e-01	-0.87506	-6.066727	-0.4029468		
7960088	6.85e-01	3.91e-01	-0.8750227	-6.066759	-0.1541763	FBRSL1	fibrosin like 1
8168729	6.85e-01	3.91e-01	0.8750129	-6.066767	0.2303931		
8086350	6.85e-01	3.91e-01	0.8749492	-6.066822	0.180611		
8083030	6.85e-01	3.91e-01	0.8748306	-6.066924	0.3884264		
7963851	6.85e-01	3.91e-01	0.8748141	-6.066938	0.677311	TESPA1	thymocyte expressed, positive selection associated 1
8132345	6.85e-01	3.91e-01	0.8747323	-6.067009	0.1375431		
7927383	6.85e-01	3.91e-01	-0.8746293	-6.067098	-0.2417076	ZNF488	zinc finger protein 488
8152715	6.85e-01	3.91e-01	-0.8745807	-6.067139	-0.1742984	KLHL38	kelch like family member 38
8052413	6.85e-01	3.91e-01	0.8745415	-6.067173	0.3198865		
8170834	6.85e-01	3.91e-01	-0.8744023	-6.067293	-0.20226	TKTL1	transketolase like 1
7996264	6.85e-01	3.91e-01	-0.8743356	-6.067351	-0.3469042	CDH5	cadherin 5
7980142	6.85e-01	3.91e-01	-0.8742917	-6.067388	-0.2071646	SYNDIG1L	synapse differentiation inducing 1 like
8132845	6.85e-01	3.91e-01	0.8742662	-6.06741	0.1461458		
8060940	6.85e-01	3.91e-01	-0.8742447	-6.067429	-0.5654516	LAMP5	lysosomal associated membrane protein family member 5
7928069	6.86e-01	3.92e-01	0.8741536	-6.067507	0.2062857	COL13A1	collagen type XIII alpha 1 chain
8058509	6.86e-01	3.92e-01	-0.8739942	-6.067645	-0.3760335	PLEKHM3	pleckstrin homology domain containing M3
8008885	6.86e-01	3.92e-01	0.8739772	-6.067659	1.0205199	MIR21	microRNA 21
8087739	6.86e-01	3.92e-01	-0.8738564	-6.067763	-0.3080564	CISH	cytokine inducible SH2 containing protein
8159786	6.86e-01	3.92e-01	-0.8738198	-6.067795	-0.2976846	TUBBP5	tubulin beta pseudogene 5
7966668	6.86e-01	3.92e-01	-0.8737544	-6.067851	-0.1959526	TBX5	T-box 5
7998055	6.86e-01	3.92e-01	-0.8737445	-6.067859	-0.1910903	MC1R	melanocortin 1 receptor
7944667	6.86e-01	3.92e-01	0.8736816	-6.067914	0.499436	SORL1	sortilin related receptor 1
8117888	6.86e-01	3.92e-01	-0.8736679	-6.067925	-0.196306	RAN	RAN, member RAS oncogene family
8104119	6.86e-01	3.92e-01	-0.8734369	-6.068124	-0.3385122		
8161507	6.86e-01	3.92e-01	-0.8734348	-6.068126	-0.1946812		
8036622	6.86e-01	3.92e-01	0.8733844	-6.068169	0.1571864	RINL	Ras and Rab interactor like
7984188	6.86e-01	3.92e-01	-0.8733011	-6.068241	-0.1756395		
8031566	6.86e-01	3.92e-01	-0.873268	-6.068269	-0.3241468		
8145055	6.86e-01	3.92e-01	-0.8732617	-6.068275	-0.3177553	BMP1	bone morphogenetic protein 1
7970702	6.86e-01	3.92e-01	-0.8732309	-6.068301	-0.156935		
8049166	6.86e-01	3.92e-01	0.8731594	-6.068363	0.2326793	CHRNG	cholinergic receptor nicotinic gamma subunit
8124654	6.86e-01	3.92e-01	0.8730897	-6.068423	0.2273467	GABBR1	gamma-aminobutyric acid type B receptor subunit 1
8124134	6.86e-01	3.92e-01	-0.8730701	-6.06844	-0.332542	TPMT	thiopurine S-methyltransferase
8150866	6.86e-01	3.92e-01	0.8728061	-6.068667	0.1859851		
8015049	6.86e-01	3.92e-01	-0.8724954	-6.068934	-0.108259	KRT222	keratin 222
8063315	6.86e-01	3.92e-01	0.872489	-6.068939	0.2551663	DDX27	DEAD-box helicase 27
7896363	6.86e-01	3.92e-01	-0.8724688	-6.068956	-0.2365123		
8106556	6.86e-01	3.92e-01	-0.8724257	-6.068993	-0.1628886	CMYA5	cardiomyopathy associated 5
7950895	6.86e-01	3.93e-01	-0.8723054	-6.069097	-0.2580459		
8112256	6.86e-01	3.93e-01	-0.8723038	-6.069098	-0.3727427		
7919582	6.86e-01	3.93e-01	0.8722962	-6.069105	0.2832636		
7894697	6.86e-01	3.93e-01	0.8722276	-6.069164	0.4168559		
7923162	6.86e-01	3.93e-01	0.8721292	-6.069248	0.3017484		
8114709	6.86e-01	3.93e-01	0.8721213	-6.069255	0.2967673	FCHSD1	FCH and double SH3 domains 1
8175153	6.86e-01	3.93e-01	-0.8721015	-6.069272	-0.3630947		
8020878	6.86e-01	3.93e-01	-0.8720731	-6.069296	-0.3041097	MAPRE2	microtubule associated protein RP/EB family member 2
8093943	6.86e-01	3.93e-01	0.8720122	-6.069349	0.3424093	LOC93622	Morf4 family associated protein 1 like 1 pseudogene
7998637	6.86e-01	3.93e-01	0.8718963	-6.069448	0.2915424	MSRB1	methionine sulfoxide reductase B1
7898653	6.86e-01	3.93e-01	0.8718708	-6.06947	0.2703048	FAM43B	family with sequence similarity 43 member B
8097936	6.86e-01	3.93e-01	0.8716571	-6.069654	0.237275		
7926817	6.86e-01	3.93e-01	0.8716336	-6.069674	0.158613		
8060432	6.86e-01	3.93e-01	-0.8716294	-6.069678	-0.1609516	TGM3	transglutaminase 3
8049073	6.86e-01	3.93e-01	0.8716158	-6.069689	0.4906112		
8072731	6.87e-01	3.93e-01	0.8715687	-6.06973	0.0930913		
7948973	6.87e-01	3.93e-01	-0.8714345	-6.069845	-0.2419214	HRASLS5	HRAS like suppressor family member 5
8123176	6.87e-01	3.93e-01	-0.8713928	-6.069881	-0.1696014	MAS1	MAS1 proto-oncogene, G protein-coupled receptor
8106514	6.87e-01	3.93e-01	-0.8713829	-6.069889	-0.1933572		
7977216	6.87e-01	3.93e-01	-0.8712821	-6.069976	-0.1921832	KIF26A	kinesin family member 26A
8083826	6.87e-01	3.93e-01	0.871204	-6.070043	0.3471134	SEC62	SEC62 homolog, preprotein translocation factor
7909624	6.87e-01	3.93e-01	-0.8712039	-6.070043	-0.5444451	FAM71A	family with sequence similarity 71 member A
7945226	6.87e-01	3.93e-01	0.8710074	-6.070211	0.3433192		
8149825	6.87e-01	3.93e-01	-0.8709188	-6.070287	-0.2161309	STC1	stanniocalcin 1
8070891	6.87e-01	3.93e-01	0.8708668	-6.070332	0.227536	LINC00205	long intergenic non-protein coding RNA 205
8038343	6.87e-01	3.93e-01	-0.8708464	-6.070349	-0.204554		
7895273	6.87e-01	3.93e-01	0.8708416	-6.070354	0.213494		
7942553	6.87e-01	3.93e-01	0.8707031	-6.070472	0.2351873	SPCS2///SPCS2	signal peptidase complex subunit 2///signal peptidase complex subunit 2
7975932	6.87e-01	3.93e-01	-0.870627	-6.070538	-0.2605355	TMEM63C	transmembrane protein 63C
8102006	6.87e-01	3.93e-01	0.8705472	-6.070606	0.3068999	MANBA	mannosidase beta
7997166	6.87e-01	3.93e-01	0.8704979	-6.070648	0.1509843	LOC100127951	ISPF6484
7937946	6.87e-01	3.94e-01	-0.8704279	-6.070708	-0.1665872	OR52I2	olfactory receptor family 52 subfamily I member 2
8120273	6.87e-01	3.94e-01	0.8704099	-6.070724	0.2720346		
8016433	6.87e-01	3.94e-01	0.8703489	-6.070776	0.236783	HOXB1	homeobox B1
8108174	6.87e-01	3.94e-01	0.8703388	-6.070785	0.2646933	PCBD2	pterin-4 alpha-carbinolamine dehydratase 2
8001776	6.87e-01	3.94e-01	0.870229	-6.070879	0.3416285		
7928126	6.87e-01	3.94e-01	-0.8702115	-6.070894	-0.258639	PALD1	phosphatase domain containing, paladin 1
8059578	6.87e-01	3.94e-01	-0.8702059	-6.070899	-0.4175775		
8073207	6.87e-01	3.94e-01	0.8701958	-6.070907	0.1742366	FAM83F	family with sequence similarity 83 member F
8138442	6.87e-01	3.94e-01	-0.8701244	-6.070969	-0.2244703	TWIST1	twist family bHLH transcription factor 1
8180415	6.87e-01	3.94e-01	-0.8701057	-6.070985	-0.2753972	SLC25A51	solute carrier family 25 member 51
7928189	6.87e-01	3.94e-01	-0.8700774	-6.071009	-0.1573946	UNC5B	unc-5 netrin receptor B
8093456	6.87e-01	3.94e-01	-0.8700508	-6.071032	-0.3012993	CTBP1-AS2	CTBP1 antisense RNA 2 (head to head)
8111960	6.87e-01	3.94e-01	0.8700125	-6.071065	0.4105233	C5orf34	chromosome 5 open reading frame 34
8029969	6.87e-01	3.94e-01	0.8699702	-6.071101	0.2710915	SEPW1	selenoprotein W, 1
8167040	6.87e-01	3.94e-01	0.8699499	-6.071118	0.2795147		
8068200	6.87e-01	3.94e-01	0.8698715	-6.071185	0.2464236	URB1-AS1	URB1 antisense RNA 1 (head to head)
7893649	6.87e-01	3.94e-01	0.8698509	-6.071203	0.2122503		
8020508	6.87e-01	3.94e-01	-0.8698424	-6.07121	-0.4485879	RIOK3	RIO kinase 3
7893623	6.87e-01	3.94e-01	0.8697454	-6.071293	0.4194086		
8001111	6.87e-01	3.94e-01	-0.8697	-6.071332	-0.5156688	UBE2MP1	ubiquitin conjugating enzyme E2 M pseudogene 1
7896089	6.87e-01	3.94e-01	-0.8695582	-6.071454	-0.2191718		
8048257	6.87e-01	3.94e-01	-0.8694085	-6.071582	-0.2514803	PNKD	paroxysmal nonkinesigenic dyskinesia
7908351	6.87e-01	3.94e-01	-0.8694008	-6.071589	-0.4730816	PLA2G4A	phospholipase A2 group IVA
7943226	6.87e-01	3.94e-01	0.869279	-6.071693	0.1862888	IZUMO1R	IZUMO1 receptor, JUNO
7939900	6.87e-01	3.94e-01	-0.8692437	-6.071723	-0.2181528	OR4C13	olfactory receptor family 4 subfamily C member 13
7895490	6.87e-01	3.94e-01	0.8692159	-6.071747	0.5086228		
8048173	6.87e-01	3.94e-01	-0.8692138	-6.071749	-0.1753427		
8124920	6.87e-01	3.94e-01	-0.8690627	-6.071878	-0.1736467		
7937135	6.87e-01	3.94e-01	0.8690022	-6.07193	0.1523611	CFAP46	cilia and flagella associated protein 46
7915297	6.87e-01	3.94e-01	-0.8689999	-6.071932	-0.1926439	COL9A2	collagen type IX alpha 2 chain
7955989	6.87e-01	3.94e-01	-0.8689967	-6.071935	-0.1124105	OR6C1	olfactory receptor family 6 subfamily C member 1
8007263	6.87e-01	3.94e-01	-0.8689202	-6.072	-0.2777352	HSD17B1	hydroxysteroid 17-beta dehydrogenase 1
7962367	6.87e-01	3.94e-01	-0.868855	-6.072056	-0.3702271	ZCRB1	zinc finger CCHC-type and RNA binding motif containing 1
8072735	6.87e-01	3.94e-01	0.8688121	-6.072093	0.5235528	APOL1	apolipoprotein L1
7961275	6.87e-01	3.94e-01	0.8687626	-6.072135	0.39605	TAS2R13	taste 2 receptor member 13
8089472	6.87e-01	3.94e-01	0.8687547	-6.072142	0.2607436	LOC100128035	VGSA5840
8073698	6.87e-01	3.94e-01	0.8687385	-6.072156	0.2111225	LINC00207	long intergenic non-protein coding RNA 207
8143494	6.87e-01	3.94e-01	0.8687334	-6.07216	0.1685604	TRY2P	trypsinogen-like pseudogene
7940349	6.87e-01	3.94e-01	-0.868703	-6.072186	-0.2422045	CCDC86	coiled-coil domain containing 86
7893421	6.87e-01	3.94e-01	0.8686276	-6.072251	0.7186582		
8070330	6.87e-01	3.95e-01	0.8684917	-6.072367	0.3201241	PSMG1///PSMG1	proteasome assembly chaperone 1///proteasome assembly chaperone 1
7893594	6.87e-01	3.95e-01	0.8684498	-6.072403	0.5104119		
8108370	6.87e-01	3.95e-01	0.8683146	-6.072519	0.5217888	EGR1	early growth response 1
8105063	6.87e-01	3.95e-01	-0.8682595	-6.072566	-0.18076		
8113352	6.88e-01	3.95e-01	0.8680556	-6.07274	0.2005582		
7970392	6.88e-01	3.95e-01	-0.8679442	-6.072835	-0.7676888		
7936108	6.88e-01	3.95e-01	0.8679202	-6.072856	0.1776278	CALHM1	calcium homeostasis modulator 1
7949615	6.88e-01	3.95e-01	0.8678199	-6.072942	0.1696916	B4GAT1	beta-1,4-glucuronyltransferase 1
8117077	6.88e-01	3.95e-01	0.8678083	-6.072952	0.1805356		
8052087	6.88e-01	3.95e-01	-0.8677986	-6.07296	-0.2844874		
8172445	6.88e-01	3.95e-01	0.86761	-6.073121	0.1379556		
8175391	6.88e-01	3.95e-01	-0.8674912	-6.073223	-0.2636003		
8139500	6.88e-01	3.95e-01	0.8674652	-6.073245	0.4110966	TNS3	tensin 3
8112709	6.88e-01	3.95e-01	0.8674521	-6.073256	0.3435718	POC5	POC5 centriolar protein
8171577	6.88e-01	3.95e-01	-0.8673004	-6.073386	-0.1583499		
7916616	6.88e-01	3.95e-01	0.8672388	-6.073438	0.2131201	CYP2J2	cytochrome P450 family 2 subfamily J member 2
8108729	6.88e-01	3.95e-01	-0.8671177	-6.073542	-0.185633	PCDHB11	protocadherin beta 11
8100476	6.88e-01	3.95e-01	0.8671105	-6.073548	0.1346248		
8156982	6.88e-01	3.95e-01	-0.8671086	-6.07355	-0.4078059	SMC2	structural maintenance of chromosomes 2
7895091	6.88e-01	3.95e-01	-0.867037	-6.073611	-0.4646595		
7938133	6.88e-01	3.95e-01	0.8669741	-6.073665	0.2799209	DNHD1	dynein heavy chain domain 1
7896117	6.88e-01	3.95e-01	-0.8668569	-6.073765	-0.4395647		
8040465	6.88e-01	3.95e-01	-0.8667839	-6.073827	-0.3447878		
8105318	6.88e-01	3.96e-01	0.8666472	-6.073944	0.3132396	NDUFS4	NADH:ubiquinone oxidoreductase subunit S4
7989735	6.88e-01	3.96e-01	0.8665924	-6.073991	0.2860832	CLPX	caseinolytic mitochondrial matrix peptidase chaperone subunit
7940790	6.88e-01	3.96e-01	-0.8665047	-6.074065	-0.1927115	C11orf84	chromosome 11 open reading frame 84
8141791	6.88e-01	3.96e-01	0.866502	-6.074068	0.53119	UPK3BL///POLR2J3///POLR2J2///POLR2J4	uroplakin 3B-like///RNA polymerase II subunit J3///RNA polymerase II subunit J2///RNA polymerase II subunit J4, pseudogene
8023937	6.88e-01	3.96e-01	-0.866422	-6.074136	-0.1416089	OR4F17///OR4F5///OR4F4	olfactory receptor family 4 subfamily F member 17///olfactory receptor family 4 subfamily F member 5///olfactory receptor family 4 subfamily F member 4
7902474	6.88e-01	3.96e-01	-0.8664153	-6.074142	-0.2502386		
8159531	6.88e-01	3.96e-01	0.866135	-6.074381	0.2571919	LCNL1	lipocalin like 1
8134785	6.88e-01	3.96e-01	-0.8661051	-6.074407	-0.2316042	SPDYE3	speedy/RINGO cell cycle regulator family member E3
7899898	6.88e-01	3.96e-01	-0.8660994	-6.074412	-0.1558926	HMGB4	high mobility group box 4
7934533	6.88e-01	3.96e-01	-0.8660857	-6.074423	-0.2068145	DUSP13	dual specificity phosphatase 13
8061303	6.88e-01	3.96e-01	-0.8660751	-6.074432	-0.2763569	INSM1	INSM transcriptional repressor 1
7951781	6.88e-01	3.96e-01	-0.8660395	-6.074463	-0.4323828	C11orf71	chromosome 11 open reading frame 71
8167251	6.88e-01	3.96e-01	-0.8659707	-6.074521	-0.1885733		
7896289	6.88e-01	3.96e-01	0.8658711	-6.074606	0.695076		
8132692	6.88e-01	3.96e-01	-0.8658419	-6.074631	-0.2440785		
7934870	6.88e-01	3.96e-01	0.8658362	-6.074636	0.2680107	ATAD1	ATPase family, AAA domain containing 1
7893432	6.88e-01	3.96e-01	0.8657085	-6.074745	0.5938754		
7973403	6.88e-01	3.96e-01	0.8656704	-6.074778	0.4058136	CMTM5	CKLF like MARVEL transmembrane domain containing 5
7908155	6.88e-01	3.96e-01	0.8655998	-6.074838	0.1996611		
7896170	6.88e-01	3.96e-01	0.8655572	-6.074874	0.205935		
7892811	6.89e-01	3.96e-01	-0.8654783	-6.074941	-0.3284465		
7894279	6.89e-01	3.96e-01	0.8653424	-6.075057	0.4483914		
7960666	6.89e-01	3.96e-01	-0.8653202	-6.075076	-0.2733645	ZNF384	zinc finger protein 384
8005043	6.89e-01	3.96e-01	0.8652491	-6.075137	0.1570489	LINC00670	long intergenic non-protein coding RNA 670
7984263	6.89e-01	3.96e-01	-0.8652228	-6.075159	-0.4717828	HACD3	3-hydroxyacyl-CoA dehydratase 3
7892501	6.89e-01	3.96e-01	0.8650413	-6.075314	0.566584		
8078905	6.89e-01	3.96e-01	-0.8649986	-6.07535	-0.193314	RPSAP36///RPSAP19///RPSAP9///RPSAP58///RPSAP15///RPSAP52///RPSA	ribosomal protein SA pseudogene 36///ribosomal protein SA pseudogene 19///ribosomal protein SA pseudogene 9///ribosomal protein SA pseudogene 58///ribosomal protein SA pseudogene 15///ribosomal protein SA pseudogene 52///ribosomal protein SA
7963758	6.89e-01	3.96e-01	0.8649971	-6.075352	0.1862828		
8123760	6.89e-01	3.96e-01	0.8649363	-6.075404	0.3179423	LY86-AS1	LY86 antisense RNA 1
8124416	6.89e-01	3.96e-01	0.8649075	-6.075428	0.3573709	HIST1H3D///HIST1H2AD	histone cluster 1, H3d///histone cluster 1, H2ad
8005683	6.89e-01	3.97e-01	-0.8648415	-6.075484	-0.2354971		
8160663	6.89e-01	3.97e-01	-0.8647725	-6.075543	-0.280375	AQP7	aquaporin 7
8117018	6.89e-01	3.97e-01	0.8644847	-6.075788	0.902947		
8088669	6.89e-01	3.97e-01	-0.8644772	-6.075795	-0.1900919		
7892983	6.89e-01	3.97e-01	0.8644711	-6.0758	0.2788879		
8140461	6.89e-01	3.97e-01	0.8643649	-6.075891	0.3208871	FAM185A	family with sequence similarity 185 member A
7966135	6.89e-01	3.97e-01	-0.8643407	-6.075911	-0.3871967	CORO1C	coronin 1C
7953665	6.89e-01	3.97e-01	-0.8641964	-6.076034	-0.30963	DPPA3	developmental pluripotency associated 3
7942315	6.89e-01	3.97e-01	-0.8641359	-6.076086	-0.1820584	LRTOMT	leucine rich transmembrane and O-methyltransferase domain containing
7982086	6.89e-01	3.97e-01	0.8640145	-6.076189	0.1231965	SNORD115-40	small nucleolar RNA, C/D box 115-40
8156167	6.89e-01	3.97e-01	0.8639819	-6.076217	0.2020993	NAA35	N(alpha)-acetyltransferase 35, NatC auxiliary subunit
8161133	6.89e-01	3.97e-01	0.8639469	-6.076247	0.17123	SPAG8	sperm associated antigen 8
8081943	6.89e-01	3.97e-01	-0.8639083	-6.076279	-0.1427138		
8072870	6.89e-01	3.97e-01	0.8638454	-6.076333	0.2509193	PDXP	pyridoxal phosphatase
8098006	6.89e-01	3.97e-01	0.8637817	-6.076387	0.246668	GLRB	glycine receptor beta
8072494	6.89e-01	3.97e-01	0.8634755	-6.076648	0.1310951	SFI1	SFI1 centrin binding protein
8092457	6.90e-01	3.97e-01	-0.8633646	-6.076742	-0.281517	ALG3	ALG3, alpha-1,3- mannosyltransferase
7935834	6.90e-01	3.97e-01	0.8632091	-6.076875	0.2170555	PDZD7	PDZ domain containing 7
7910416	6.90e-01	3.97e-01	-0.8632046	-6.076878	-0.2967823	URB2	URB2 ribosome biogenesis 2 homolog (S. cerevisiae)
7903049	6.90e-01	3.97e-01	-0.8632046	-6.076878	-0.35814	CCDC18	coiled-coil domain containing 18
8119161	6.90e-01	3.97e-01	0.8631488	-6.076926	0.4579445	PIM1	Pim-1 proto-oncogene, serine/threonine kinase
7894996	6.90e-01	3.97e-01	0.863134	-6.076938	0.4781161		
7893842	6.90e-01	3.98e-01	-0.8629562	-6.07709	-0.3508172		
8047419	6.90e-01	3.98e-01	0.862926	-6.077115	0.286068	CASP8	caspase 8
8149811	6.90e-01	3.98e-01	0.8628677	-6.077165	0.2646123	NKX3-1	NK3 homeobox 1
7963212	6.90e-01	3.98e-01	0.8628553	-6.077176	0.3434136	SLC11A2	solute carrier family 11 member 2
7895983	6.90e-01	3.98e-01	0.8628305	-6.077197	0.2536626		
8084737	6.90e-01	3.98e-01	-0.8626515	-6.077349	-0.1353847		
7937882	6.90e-01	3.98e-01	0.8624275	-6.077539	0.2300934	ART1	ADP-ribosyltransferase 1
8077490	6.90e-01	3.98e-01	-0.8622731	-6.077671	-0.2261546	LMCD1	LIM and cysteine rich domains 1
7895909	6.90e-01	3.98e-01	0.8622359	-6.077702	0.3503347		
8066136	6.90e-01	3.98e-01	-0.8622201	-6.077716	-0.3191103	RBL1	RB transcriptional corepressor like 1
8116195	6.90e-01	3.98e-01	-0.8621741	-6.077755	-0.284193	COL23A1	collagen type XXIII alpha 1 chain
7893801	6.90e-01	3.98e-01	-0.8620347	-6.077873	-0.3282912		
8070720	6.90e-01	3.98e-01	-0.8618217	-6.078054	-0.2495501	ICOSLG	inducible T-cell costimulator ligand
8132660	6.91e-01	3.98e-01	-0.8615034	-6.078325	-0.2277475	RAMP3	receptor (G protein-coupled) activity modifying protein 3
7980923	6.91e-01	3.98e-01	0.8614833	-6.078342	0.3872486	TRIP11	thyroid hormone receptor interactor 11
7955589	6.91e-01	3.98e-01	-0.8614219	-6.078394	-0.7294859	NR4A1	nuclear receptor subfamily 4 group A member 1
8097657	6.91e-01	3.98e-01	0.8611918	-6.078589	0.275123	SMAD1	SMAD family member 1
7915056	6.91e-01	3.98e-01	0.8611755	-6.078603	0.1707133	EPHA10	EPH receptor A10
8087485	6.91e-01	3.99e-01	0.8610042	-6.078748	0.3723359	UBA7	ubiquitin like modifier activating enzyme 7
8063476	6.91e-01	3.99e-01	0.8609697	-6.078778	0.2156622	MC3R	melanocortin 3 receptor
7950626	6.91e-01	3.99e-01	0.8608414	-6.078887	0.2948114	RPS20P27	ribosomal protein S20 pseudogene 27
